电影名称,评价分数,评论人数,导演,主演,上映时间,出品地,剧情类别,电影标题图链接
哈利·波特与密室,8.9,880388,Chris Columbus,丹尼尔·雷德克里夫 Daniel Radcliffe / 艾玛...,2002,英国 美国,奇幻 冒险,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2913781951.jpg
摩登时代,9.3,334545,查理·卓别林 Charles Chaplin,查理·卓别林 Charles Chaplin ...,1936,美国,剧情 喜剧 爱情,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263408369.jpg
喜剧之王,8.8,1061227,周星驰 Stephen Chow / 李力持 Lik-Chi Lee,周星驰 Stephen Ch...,1999,中国香港,喜剧 剧情 爱情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2579932167.jpg
杀人回忆,8.9,806960,奉俊昊 Joon-ho Bong,宋康昊 Kang-ho Song / 金相庆 Sang-kyun...,2003,韩国,剧情 动作 犯罪 悬疑 惊悚,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1633113220.jpg
致命ID,8.9,916260,詹姆斯·曼高德 James Mangold,约翰·库萨克 John Cusack / 雷...,2003,美国,剧情 悬疑 惊悚,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2558364386.jpg
春光乍泄,9.0,691703,王家卫 Kar Wai Wong,张国荣 Leslie Cheung / 梁朝伟 Tony Leu...,1997,中国香港 日本 韩国,剧情 爱情 同性,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p465939041.jpg
一一,9.1,470886,杨德昌 Edward Yang,吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elai...,2000,中国台湾 日本,剧情 爱情 家庭,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg
海豚湾,9.3,376176,路易·西霍尤斯 Louie Psihoyos,路易·西霍尤斯 Louie Psihoyo...,2009,美国,纪录片,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559579779.jpg
美国往事,9.1,456586,赛尔乔·莱翁内 Sergio Leone,罗伯特·德尼罗 Robert De Niro ...,1984,美国 意大利,犯罪 剧情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg
加勒比海盗,8.8,939761,戈尔·维宾斯基 Gore Verbinski,约翰尼·德普 Johnny Depp / ...,2003,美国,动作 冒险 奇幻,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg
红辣椒,9.0,544337,今敏 Satoshi Kon,林原惠美 Megumi Hayashibara / 江守彻 Toru...,2006,日本,动画 悬疑 科幻 惊悚,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2794776839.jpg
七宗罪,8.8,1026752,大卫·芬奇 David Fincher,摩根·弗里曼 Morgan Freeman / 布...,1995,美国,剧情 犯罪 悬疑 惊悚,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2219586434.jpg
唐伯虎点秋香,8.7,1187726,李力持 Lik-Chi Lee,周星驰 Stephen Chow / 巩俐 Li Gong / 陈...,1993,中国香港,喜剧 爱情 古装,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.jpg
还有明天,9.4,280407,宝拉·柯特莱西 Paola Cortellesi,宝拉·柯特莱西 Paola Corte...,2023,意大利,剧情 喜剧 历史,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2918279456.jpg
狩猎,9.1,449530,托马斯·温特伯格 Thomas Vinterberg,麦斯·米科尔森 Mads Mik...,2012,丹麦 瑞典,剧情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg
幽灵公主,8.9,643450,宫崎骏 Hayao Miyazaki,松田洋治 Yôji Matsuda / 石田百合...,1997,日本,动画 奇幻 冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2920895053.jpg
甜蜜蜜,8.9,644214,陈可辛 Peter Chan,黎明 Leon Lai / 张曼玉 Maggie Cheung / ...,1996,中国香港,剧情 爱情,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2223011274.jpg
蝙蝠侠：黑暗骑士崛起,8.9,790506,克里斯托弗·诺兰 Christopher Nolan,克里斯蒂安·贝尔 Christ...,2012,美国 英国,剧情 动作 科幻 犯罪 惊悚,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg
7号房的礼物,8.9,606808,李焕庆 Hwan-kyeong Lee,柳承龙 Seung-yong Ryoo / 朴信惠 Shi...,2013,韩国,剧情 喜剧 家庭,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg
寄生虫,8.8,1501515,奉俊昊 Joon-ho Bong,宋康昊 Kang-ho Song / 李善均 Seon-gyun...,2019,韩国,剧情,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561439800.jpg
天书奇谭,9.2,317223,王树忱 Shuchen Wang / 钱运达 Yunda Qian,丁建华 Jianhua Din...,1983(中国大陆),2021,中国大陆,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2700138245.jpg
超能陆战队,8.8,1112818,唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams,斯科特...,2014,美国,喜剧 动作 科幻 动画 冒险,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2224568669.jpg
爱在黎明破晓前,8.8,769090,理查德·林克莱特 Richard Linklater,伊桑·霍克 Ethan Hawke ...,1995,美国 奥地利 瑞士,剧情 爱情,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2555762374.jpg
被嫌弃的松子的一生,8.8,756249,中岛哲也 Tetsuya Nakashima,中谷美纪 Miki Nakatani / 瑛太 E...,2006,日本,剧情 歌舞,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p884763596.jpg
第六感,8.9,616509,M·奈特·沙马兰 M. Night Shyamalan,布鲁斯·威利斯 Bruce Wi...,1999,美国,剧情 悬疑 惊悚,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg
爱在日落黄昏时,8.9,629810,理查德·林克莱特 Richard Linklater,伊桑·霍克 Ethan Hawke ...,2004,美国 法国,剧情 爱情,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561542458.jpg
重庆森林,8.8,896540,王家卫 Kar Wai Wong,林青霞 Brigitte Lin / 金城武 Takeshi K...,1994,中国香港,剧情 爱情,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg
入殓师,8.9,728802,泷田洋二郎 Yôjirô Takita,本木雅弘 Masahiro Motoki / ...,2008,日本,剧情,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2707581855.jpg
剪刀手爱德华,8.7,1100251,蒂姆·波顿 Tim Burton,约翰尼·德普 Johnny Depp / 薇诺娜·...,1990,美国,剧情 爱情 奇幻,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg
未麻的部屋,9.1,405145,今敏 Satoshi Kon,岩男润子 Junko Iwao / 松本梨香 Rica Matsu...,1997,日本,剧情 犯罪 动画 悬疑 惊悚,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg
断背山,8.8,761591,李安 Ang Lee,希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...,2005,美国 加拿大,剧情 爱情 同性 家庭,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2154212680.jpg
菊次郎的夏天,8.9,655925,北野武 Takeshi Kitano,北野武 Takeshi Kitano / 关口雄介 Yus...,1999,日本,剧情 喜剧,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2620392435.jpg
哈利·波特与火焰杯,8.8,769680,迈克·内威尔 Mike Newell,丹尼尔·雷德克里夫 Daniel Radclif...,2005,英国 美国,悬疑 奇幻 冒险,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2913456904.jpg
勇敢的心,8.9,593798,梅尔·吉布森 Mel Gibson,梅尔·吉布森 Mel Gibson / 苏菲·玛...,1995,美国,动作 传记 剧情 历史 战争,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2004174709.jpg
借东西的小人阿莉埃蒂,8.9,609517,米林宏昌 Hiromasa Yonebayashi,志田未来 Mirai Shida / 神木...,2010,日本,动画 奇幻 冒险,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg
茶馆,9.6,192561,谢添 Tian Xie,于是之 Shizhi Yu / 郑榕 Rong Zhen / 蓝天野 T...,1982(中国大陆),中国大陆,剧情 历史,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2528965424.jpg
头脑特工队,8.8,765733,彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...,,2015,美国,喜剧 动画 冒险,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2874927470.jpg
时空恋旅人,8.8,761144,理查德·柯蒂斯 Richard Curtis,多姆纳尔·格里森 Domhnall Gl...,2013,英国 美国,喜剧 爱情 奇幻,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg
无人知晓,9.1,361350,是枝裕和 Hirokazu Koreeda,柳乐优弥 Yûya Yagira / 北浦爱...,2004,日本,剧情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg
消失的爱人,8.7,1045177,大卫·芬奇 David Fincher,本·阿弗莱克 Ben Affleck / 罗莎蒙...,2014,美国,剧情 犯罪 悬疑 惊悚,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg
倩女幽魂,8.8,815742,程小东 Siu-Tung Ching,张国荣 Leslie Cheung / 王祖贤 Joey W...,1987,中国香港,爱情 奇幻 武侠 古装,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2918554634.jpg
完美的世界,9.1,349758,克林特·伊斯特伍德 Clint Eastwood,凯文·科斯特纳 Kevin Cos...,1993,美国,剧情 犯罪,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.jpg
阳光灿烂的日子,8.8,675202,姜文 Wen Jiang,夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao,1994,中国大陆 中国香港,剧情 爱情,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564685215.jpg
花样年华,8.8,766269,王家卫 Kar Wai Wong,张曼玉 Maggie Cheung / 梁朝伟 Tony Leu...,2000,中国香港,剧情 爱情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2918312477.jpg
驯龙高手,8.8,829254,迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders,...,2010,美国,动画 奇幻 冒险,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg
小森林 夏秋篇,9.0,461544,森淳一 Junichi Mori,桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,2014,日本,剧情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564498893.jpg
天使爱美丽,8.7,1004353,让-皮埃尔·热内 Jean-Pierre Jeunet,奥黛丽·塔图 Audrey Tau...,2001,法国 德国,剧情 喜剧 爱情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg
新世界,8.9,506405,朴勋政 Hoon-jung Park,李政宰 Jung-Jae Lee / 崔岷植 Min-sik...,2013,韩国,剧情 犯罪,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg
傲慢与偏见,8.7,893734,乔·怀特 Joe Wright,凯拉·奈特莉 Keira Knightley / 马修·...,2005,法国 英国 美国,剧情 爱情,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2016401659.jpg
一个叫欧维的男人决定去死,8.9,546812,汉内斯·赫尔姆 Hannes Holm,罗夫·拉斯加德 Rolf Lassgård...,2015,瑞典,剧情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg
侧耳倾听,8.9,507647,近藤喜文 Yoshifumi Kondo,本名阳子 Youko Honna / 小林桂树 K...,1995,日本,剧情 爱情 动画,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg
怪兽电力公司,8.8,746340,彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman,约...,2001,美国,儿童 喜剧 动画 奇幻 冒险,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg
玩具总动员3,8.9,572999,李·昂克里奇 Lee Unkrich,汤姆·汉克斯 Tom Hanks / 蒂姆·艾...,2010,美国,喜剧 动画 奇幻 冒险,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg
请以你的名字呼唤我,8.8,799391,卢卡·瓜达尼诺 Luca Guadagnino,艾米·汉莫 Armie Hammer / ...,2017,意大利 法国 巴西 美国,剧情 爱情 同性,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg
教父3,9.0,416823,弗朗西斯·福特·科波拉 Francis Ford Coppola,阿尔·帕西诺 A...,1990,美国,剧情 犯罪,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg
色，戒,8.7,926316,李安 Ang Lee,梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ...,2007,中国台湾 中国大陆 美国 中国香港,剧情 爱情 情色,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg
幸福终点站,8.8,623580,史蒂文·斯皮尔伯格 Steven Spielberg,汤姆·汉克斯 Tom Hanks...,2004,美国,喜剧 剧情 爱情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2181698213.jpg
哪吒闹海,9.2,297441,王树忱 Shuchen Wang / 严定宪 Dingxian Yan,梁正晖 Zhenghui ...,1979,中国大陆,冒险 动画 奇幻,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2532803206.jpg
被解救的姜戈,8.8,670285,昆汀·塔伦蒂诺 Quentin Tarantino,杰米·福克斯 Jamie Foxx /...,2012,美国,剧情 动作 西部 冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.jpg
小森林 冬春篇,9.0,410563,森淳一 Junichi Mori,桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,2015,日本,剧情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2618201652.jpg
九品芝麻官,8.8,766498,王晶 Jing Wong,周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ...,1994,中国香港,剧情 喜剧 古装,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg
釜山行,8.6,1314035,延尚昊 Sang-ho Yeon,孔侑 Yoo Gong / 郑有美 Yu-mi Jung / 马...,2016,韩国,动作 惊悚 灾难,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg
神偷奶爸,8.7,1023298,皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud,...,2010,美国 法国,喜剧 动画 冒险,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg
萤火之森,8.8,592935,大森贵弘 Takahiro Omori,佐仓绫音 Ayane Sakura / 内山昂辉 K...,2011,日本,剧情 爱情 动画 奇幻,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg
喜宴,9.0,413009,李安 Ang Lee,赵文瑄 Winston Chao / 归亚蕾 Ya-lei Kuei / 郎...,1993,中国台湾 美国,剧情 喜剧 爱情 同性 家庭,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg
告白,8.8,723997,中岛哲也 Tetsuya Nakashima,松隆子 Takako Matsu / 冈田将生 ...,2010,日本,剧情 悬疑,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg
玛丽和马克思,9.0,449721,亚当·艾略特 Adam Elliot,托妮·科莱特 Toni Collette / 菲利...,2009,澳大利亚 美国,剧情 喜剧 动画,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p488255145.jpg
头号玩家,8.6,1477915,史蒂文·斯皮尔伯格 Steven Spielberg,泰伊·谢里丹 Tye Sheri...,2018,美国,动作 科幻 冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg
模仿游戏,8.8,704887,莫滕·泰杜姆 Morten Tyldum,本尼迪克特·康伯巴奇 Benedict C...,2014,英国 美国,剧情 传记 战争 同性,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg
大鱼,8.8,611947,蒂姆·波顿 Tim Burton,伊万·麦克格雷格 Ewan McGregor / 阿...,2003,美国,剧情 爱情 奇幻 冒险,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg
七武士,9.3,223971,黑泽明 Akira Kurosawa,三船敏郎 Toshirô Mifune / 志村乔 ...,1954,日本,动作 冒险 剧情,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg
惊魂记,9.0,341001,阿尔弗雷德·希区柯克 Alfred Hitchcock,安东尼·博金斯 Antho...,1960,美国,悬疑 惊悚 恐怖,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg
射雕英雄传之东成西就,8.7,700105,刘镇伟 Jeffrey Lau,梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...,1993,中国香港,喜剧 奇幻 武侠 古装,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2609063922.jpg
血战钢锯岭,8.7,840086,梅尔·吉布森 Mel Gibson,安德鲁·加菲尔德 Andrew Garfield /...,2016,澳大利亚 美国,剧情 传记 历史 战争,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg
我是山姆,9.0,366752,杰茜·尼尔森 Jessie Nelson,Sean Penn / Dakota Fanning / Mi...,2001,美国,剧情 家庭,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg
你的名字。,8.5,1551015,新海诚 Makoto Shinkai,神木隆之介 Ryûnosuke Kamiki / 上...,2016,日本,剧情 爱情 动画,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2910701461.jpg
阳光姐妹淘,8.8,625171,姜炯哲 Hyeong-Cheol Kang,沈恩京 Eun-kyung Shim / 闵孝琳 Hy...,2011,韩国,剧情 喜剧,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg
恐怖直播,8.7,710907,金秉祐 Byeong-woo Kim,河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...,2013,韩国,剧情 犯罪 悬疑,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg
黑客帝国3：矩阵革命,8.8,484747,拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...,,2003,美国,动作 科幻,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg
背靠背，脸对脸,9.5,168276,黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang,牛振华 Zhenhua N...,1994,中国大陆 中国香港,剧情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.jpg
心灵奇旅,8.7,1100348,彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers,杰米·...,2020,美国,动画 奇幻 音乐,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2595591069.jpg
电锯惊魂,8.7,592780,詹姆斯·温 James Wan,雷·沃纳尔 Leigh Whannell / 加利·艾...,2004,美国,悬疑 惊悚 恐怖,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726839485.jpg
三块广告牌,8.7,896574,马丁·麦克唐纳 Martin McDonagh,弗兰西斯·麦克多蒙德 France...,2017,英国 美国,剧情 犯罪,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2502943384.jpg
小丑,8.7,1102515,托德·菲利普斯 Todd Phillips,杰昆·菲尼克斯 Joaquin Phoeni...,2019,美国 加拿大,剧情 犯罪 惊悚,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567198874.jpg
谍影重重3,8.9,457128,保罗·格林格拉斯 Paul Greengrass,马特·达蒙 Matt Damon / ...,2007,美国 德国 法国 英国,动作 悬疑 惊悚,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg
达拉斯买家俱乐部,8.8,493398,让-马克·瓦雷 Jean-Marc Vallée,马修·麦康纳 Matthew McCon...,2013,美国,剧情 传记 同性,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg
疯狂原始人,8.7,900982,科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...,,2013,美国,喜剧 动画 冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg
无间道2,8.8,547176,刘伟强 Andrew Lau / 麦兆辉 Alan Mak,陈冠希 Edison Chen / ...,2003,中国香港,剧情 犯罪 惊悚,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p958008320.jpg
绿里奇迹,8.9,375523,弗兰克·德拉邦特 Frank Darabont,汤姆·汉克斯 Tom Hanks / ...,1999,美国,犯罪 剧情 奇幻 悬疑,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg
爱在午夜降临前,8.9,455608,理查德·林克莱特 Richard Linklater,伊桑·霍克 Ethan Hawke ...,2013,美国 希腊,剧情 爱情,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg
海街日记,8.8,504118,是枝裕和 Hirokazu Koreeda,绫濑遥 Haruka Ayase / 长泽雅美 M...,2015,日本,剧情 家庭,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2603364117.jpg
风之谷,8.9,384922,宫崎骏 Hayao Miyazaki,岛本须美 Sumi Shimamoto / 松田洋治 Y...,1984,日本,动画 奇幻 冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg
上帝之城,9.0,325794,费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund  &nbsp...,,2002,巴西 法国,犯罪 剧情,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg
英雄本色,8.6,591509,吴宇森 John Woo,周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...,1986,中国香港,剧情 动作 犯罪,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg
疯狂的石头,8.6,901196,宁浩 Hao Ning,郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin,2006,中国大陆 中国香港,喜剧 犯罪,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg
雨中曲,9.1,257817,斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly,吉恩·...,1952,美国,喜剧 歌舞 爱情,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg
心迷宫,8.7,594330,忻钰坤 Yukun Xin,霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...,2014,中国大陆,剧情 犯罪 悬疑,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg
2001太空漫游,8.9,378148,斯坦利·库布里克 Stanley Kubrick,凯尔·杜拉 Keir Dullea / ...,1968,英国 美国,科幻 惊悚 冒险,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.jpg
纵横四海,8.8,463543,吴宇森 John Woo,周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...,1991,中国香港,剧情 喜剧 动作 犯罪,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg
末路狂花,9.0,322221,雷德利·斯科特 Ridley Scott,吉娜·戴维斯 Geena Davis / 苏...,1991,美国 英国 法国,犯罪 剧情 惊悚,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910924635.jpg
记忆碎片,8.7,653160,克里斯托弗·诺兰 Christopher Nolan,盖·皮尔斯 Guy Pearce /...,2000,美国,犯罪 剧情 悬疑 惊悚,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg
卢旺达饭店,8.9,358768,特瑞·乔治 Terry George,唐·钱德尔 Don Cheadle / 苏菲·奥...,2004,英国 南非 意大利 美国,剧情 传记 历史 战争,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg
高山下的花环,9.5,141570,谢晋 Jin Xie,吕晓禾 Xiaohe Lü / 唐国强 Guoqiang Tang / 何...,1984(中国大陆),1985,中国大陆,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2319879389.jpg
无敌破坏王,8.7,595597,瑞奇·莫尔 Rich Moore,约翰·C·赖利 John C. Reilly / 萨拉...,2012,美国,喜剧 动画 奇幻 冒险,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg
小偷家族,8.7,878513,是枝裕和 Hirokazu Koreeda,中川雅也 Lily Franky / 安藤樱 Sa...,2018,日本,剧情 犯罪 家庭,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg
冰川时代,8.7,669417,卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...,,2002,美国,喜剧 动画 冒险,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg
恐怖游轮,8.5,959318,克里斯托弗·史密斯 Christopher Smith,梅利莎·乔治 Melissa ...,2009,英国 澳大利亚,剧情 悬疑 惊悚,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg
东京教父,9.0,276384,今敏 Satoshi Kon,江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume...,2003,日本,剧情 喜剧 动画,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456703618.jpg
牯岭街少年杀人事件,8.9,351780,杨德昌 Edward Yang,张震 Chen Chang / 杨静怡 Lisa Yang / 张...,1991,中国台湾,剧情 犯罪,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg
魔女宅急便,8.7,509739,宫崎骏 Hayao Miyazaki,高山南 Minami Takayama / 佐久间玲 Re...,1989,日本,动画 奇幻 冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg
岁月神偷,8.7,604449,罗启锐 Alex Law,吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...,2010,中国香港 中国大陆,剧情 家庭,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg
忠犬八公物语,9.2,213127,神山征二郎 Seijirô Kôyama,仲代达矢 Tatsuya Nakadai /...,1987,日本,剧情,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2603716224.jpg
荒蛮故事,8.7,501647,达米安·斯兹弗隆 Damián Szifron,达里奥·葛兰帝内提 Darío...,2014,阿根廷 西班牙,剧情 喜剧 犯罪,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2919686972.jpg
遗愿清单,8.7,518460,罗伯·莱纳 Rob Reiner,杰克·尼科尔森 Jack Nicholson / 摩根...,2007,美国,冒险 喜剧 剧情,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2676812053.jpg
大佛普拉斯,8.7,533458,黄信尧 Hsin-yao Huang,庄益增 Yizeng Zhuang / 陈竹昇 Chu-sh...,2017,中国台湾,剧情 喜剧,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg
贫民窟的百万富翁,8.6,793856,丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan,戴夫...,2008,英国,剧情 爱情,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg
芙蓉镇,9.3,176353,谢晋 Jin Xie,刘晓庆 Xiaoqing Liu / 姜文 Wen Jiang / 郑在石...,1987,中国大陆,剧情 爱情,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575337180.jpg
源代码,8.6,903578,邓肯·琼斯 Duncan Jones,杰克·吉伦哈尔 Jake Gyllenhaal / ...,2011,美国 加拿大,科幻 悬疑 惊悚,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg
疯狂的麦克斯4：狂暴之路,8.7,601246,乔治·米勒 George Miller,汤姆·哈迪 Tom Hardy / 查理兹·塞...,2015,澳大利亚 美国,动作 科幻 冒险,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg
你看起来好像很好吃,8.9,364331,藤森雅也 Masaya Fujimori,山口胜平 Kappei Yamaguchi / 爱河...,2010,日本,剧情 动画 儿童,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg
